condition,participant,seed,label_space,true_id,sample_name,predicted_id,stage_id,run
S1,A,1,tier3,8,sample_000301,11,2,run_26
S1,A,1,tier3,13,sample_000302,9,2,run_26
S1,A,1,tier3,16,sample_000304,15,2,run_26
S1,A,1,tier3,7,sample_000307,18,2,run_26
S1,A,1,tier3,8,sample_000308,3,2,run_26
S1,A,1,tier3,14,sample_000309,28,2,run_26
S1,A,1,tier3,18,sample_000311,9,2,run_27
S1,A,1,tier3,2,sample_000312,15,2,run_27
S1,A,1,tier3,7,sample_000313,16,2,run_27
S1,A,1,tier3,8,sample_000314,15,2,run_27
S1,A,1,tier3,14,sample_000315,9,2,run_27
S1,A,1,tier3,18,sample_000317,10,2,run_28
S1,A,1,tier3,2,sample_000318,16,2,run_28
S1,A,1,tier3,7,sample_000319,15,2,run_28
S1,A,1,tier3,8,sample_000320,15,2,run_28
S1,A,1,tier3,13,sample_000321,9,2,run_28
S1,A,1,tier3,1,sample_000325,2,2,run_28
S1,A,1,tier3,7,sample_000326,18,2,run_28
S1,A,1,tier3,8,sample_000327,15,2,run_28
S1,A,1,tier3,3,sample_000328,30,2,run_28
S1,A,1,tier3,14,sample_000329,28,2,run_28
S1,A,1,tier3,21,sample_000331,25,3,run_28
S1,A,1,tier3,17,sample_000332,15,3,run_28
S1,A,1,tier3,4,sample_000333,6,3,run_28
S1,A,1,tier3,11,sample_000335,6,3,run_28
S1,A,1,tier3,20,sample_000336,28,3,run_28
S1,A,1,tier3,22,sample_000337,28,3,run_28
S1,A,1,tier3,24,sample_000338,28,3,run_28
S1,A,1,tier3,18,sample_000341,13,2,run_5
S1,A,1,tier3,2,sample_000342,15,2,run_5
S1,A,1,tier3,7,sample_000343,15,2,run_5
S1,A,1,tier3,8,sample_000344,4,2,run_5
S1,A,1,tier3,13,sample_000345,10,2,run_5
S1,A,1,tier3,1,sample_000346,15,2,run_5
S1,A,1,tier3,16,sample_000347,13,2,run_5
S1,A,1,tier3,1,sample_000349,16,2,run_5
S1,A,1,tier3,7,sample_000350,16,2,run_5
S1,A,1,tier3,8,sample_000351,15,2,run_5
S1,A,1,tier3,3,sample_000352,15,2,run_5
S1,A,1,tier3,14,sample_000353,10,2,run_5
S1,A,1,tier3,2,sample_000356,15,2,run_6
S1,A,1,tier3,7,sample_000357,1,2,run_6
S1,A,1,tier3,8,sample_000358,0,2,run_6
S1,A,1,tier3,13,sample_000359,10,2,run_6
S1,A,1,tier3,1,sample_000360,15,2,run_6
S1,A,1,tier3,16,sample_000361,13,2,run_6
S1,A,1,tier3,1,sample_000363,15,2,run_6
S1,A,1,tier3,7,sample_000364,18,2,run_6
S1,A,1,tier3,8,sample_000365,15,2,run_6
S1,A,1,tier3,3,sample_000366,15,2,run_6
S1,A,1,tier3,14,sample_000367,8,2,run_6
S1,A,1,tier3,22,sample_000370,10,3,run_6
S1,A,1,tier3,20,sample_000371,28,3,run_6
S1,A,1,tier3,24,sample_000372,10,3,run_6
S1,A,1,tier3,17,sample_000374,9,3,run_6
S1,A,1,tier3,4,sample_000375,15,3,run_6
S1,A,1,tier3,19,sample_000376,2,3,run_6
S1,A,1,tier3,9,sample_000380,10,1,run_7
S1,A,1,tier3,28,sample_000381,16,1,run_7
S1,A,1,tier3,26,sample_000382,28,1,run_7
S1,A,1,tier3,27,sample_000383,28,1,run_7
S1,A,1,tier3,29,sample_000384,5,1,run_7
S1,A,1,tier3,25,sample_000385,28,1,run_7
S1,A,1,tier3,15,sample_000386,1,1,run_7
S1,A,1,tier3,12,sample_000387,0,1,run_7
S1,A,1,tier3,6,sample_000388,21,1,run_7
S1,A,1,tier3,0,sample_000389,1,1,run_7
S1,A,1,tier3,18,sample_000390,9,2,run_7
S1,A,1,tier3,7,sample_000392,8,2,run_7
S1,A,1,tier3,13,sample_000394,9,2,run_7
S1,A,1,tier3,16,sample_000396,15,2,run_7
S1,A,1,tier3,1,sample_000398,15,2,run_7
S1,A,1,tier3,7,sample_000399,10,2,run_7
S1,A,1,tier3,8,sample_000400,4,2,run_7
S1,A,1,tier3,14,sample_000402,9,2,run_7
S1,A,1,tier3,2,sample_000405,16,2,run_8
S1,A,1,tier3,7,sample_000406,15,2,run_8
S1,A,1,tier3,8,sample_000407,15,2,run_8
S1,A,1,tier3,13,sample_000408,0,2,run_8
S1,A,1,tier3,16,sample_000410,22,2,run_8
S1,A,1,tier3,1,sample_000412,16,2,run_8
S1,A,1,tier3,7,sample_000413,15,2,run_8
S1,A,1,tier3,8,sample_000414,15,2,run_8
S1,A,1,tier3,3,sample_000415,15,2,run_8
S1,A,1,tier3,14,sample_000416,28,2,run_8
S1,A,1,tier3,2,sample_000419,16,2,run_9
S1,A,1,tier3,7,sample_000420,15,2,run_9
S1,A,1,tier3,8,sample_000421,15,2,run_9
S1,A,1,tier3,13,sample_000422,9,2,run_9
S1,A,1,tier3,16,sample_000424,15,2,run_9
S1,A,1,tier3,13,sample_000425,5,2,run_9
S1,A,1,tier3,1,sample_000426,15,2,run_9
S1,A,1,tier3,7,sample_000427,15,2,run_9
S1,A,1,tier3,8,sample_000428,15,2,run_9
S1,A,1,tier3,3,sample_000429,15,2,run_9
S1,A,1,tier3,14,sample_000430,28,2,run_9
S2,A,1,node,6,sample_000003,4,1,run_1
S2,A,1,node,8,sample_000004,33,1,run_1
S2,A,1,node,1,sample_000005,9,1,run_1
S2,A,1,node,2,sample_000006,7,1,run_1
S2,A,1,node,5,sample_000011,23,1,run_1
S2,A,1,node,12,sample_000012,11,2,run_1
S2,A,1,node,13,sample_000013,17,2,run_1
S2,A,1,node,14,sample_000014,15,2,run_1
S2,A,1,node,16,sample_000016,25,2,run_1
S2,A,1,node,17,sample_000017,33,2,run_1
S2,A,1,node,18,sample_000018,19,2,run_1
S2,A,1,node,19,sample_000019,16,2,run_1
S2,A,1,node,20,sample_000020,19,2,run_1
S2,A,1,node,21,sample_000021,22,2,run_1
S2,A,1,node,12,sample_000026,34,2,run_11
S2,A,1,node,13,sample_000027,10,2,run_11
S2,A,1,node,15,sample_000029,23,2,run_11
S2,A,1,node,16,sample_000030,24,2,run_11
S2,A,1,node,17,sample_000031,18,2,run_11
S2,A,1,node,19,sample_000033,33,2,run_11
S2,A,1,node,21,sample_000035,10,2,run_11
S2,A,1,node,22,sample_000036,15,2,run_11
S2,A,1,node,24,sample_000038,11,2,run_11
S2,A,1,node,28,sample_000042,33,3,run_11
S2,A,1,node,34,sample_000045,25,3,run_11
S2,A,1,node,35,sample_000046,31,3,run_11
S2,A,1,node,3,sample_000050,19,1,run_12
S2,A,1,node,1,sample_000051,9,1,run_12
S2,A,1,node,4,sample_000053,2,1,run_12
S2,A,1,node,8,sample_000054,7,1,run_12
S2,A,1,node,6,sample_000056,3,1,run_12
S2,A,1,node,5,sample_000060,13,1,run_12
S2,A,1,node,12,sample_000061,13,2,run_12
S2,A,1,node,14,sample_000063,13,2,run_12
S2,A,1,node,16,sample_000065,2,2,run_12
S2,A,1,node,21,sample_000070,30,2,run_12
S2,A,1,node,23,sample_000072,9,2,run_12
S2,A,1,node,24,sample_000073,33,2,run_12
S2,A,1,node,12,sample_000075,34,2,run_13
S2,A,1,node,14,sample_000077,13,2,run_13
S2,A,1,node,15,sample_000078,14,2,run_13
S2,A,1,node,16,sample_000079,2,2,run_13
S2,A,1,node,17,sample_000080,10,2,run_13
S2,A,1,node,18,sample_000081,10,2,run_13
S2,A,1,node,21,sample_000084,18,2,run_13
S2,A,1,node,24,sample_000087,3,2,run_13
S2,A,1,node,14,sample_000091,12,2,run_14
S2,A,1,node,16,sample_000093,34,2,run_14
S2,A,1,node,21,sample_000098,33,2,run_14
S2,A,1,node,23,sample_000100,26,2,run_14
S2,A,1,node,24,sample_000101,30,2,run_14
S2,A,1,node,12,sample_000103,34,2,run_15
S2,A,1,node,14,sample_000105,12,2,run_15
S2,A,1,node,16,sample_000107,34,2,run_15
S2,A,1,node,18,sample_000109,16,2,run_15
S2,A,1,node,19,sample_000110,6,2,run_15
S2,A,1,node,20,sample_000111,26,2,run_15
S2,A,1,node,21,sample_000112,12,2,run_15
S2,A,1,node,22,sample_000113,9,2,run_15
S2,A,1,node,24,sample_000115,3,2,run_15
S2,A,1,node,28,sample_000119,29,3,run_15
S2,A,1,node,34,sample_000122,26,3,run_15
S2,A,1,node,35,sample_000123,31,3,run_15
S2,A,1,node,3,sample_000127,11,1,run_16
S2,A,1,node,10,sample_000128,25,1,run_16
S2,A,1,node,1,sample_000130,9,1,run_16
S2,A,1,node,4,sample_000132,3,1,run_16
S2,A,1,node,6,sample_000133,2,1,run_16
S2,A,1,node,5,sample_000137,1,1,run_16
S2,A,1,node,12,sample_000138,2,2,run_16
S2,A,1,node,15,sample_000141,10,2,run_16
S2,A,1,node,16,sample_000142,2,2,run_16
S2,A,1,node,22,sample_000148,10,2,run_16
S2,A,1,node,24,sample_000150,19,2,run_16
S2,A,1,node,25,sample_000151,34,2,run_16
S2,A,1,node,13,sample_000153,1,2,run_17
S2,A,1,node,14,sample_000154,13,2,run_17
S2,A,1,node,16,sample_000156,34,2,run_17
S2,A,1,node,19,sample_000159,16,2,run_17
S2,A,1,node,20,sample_000160,10,2,run_17
S2,A,1,node,21,sample_000161,12,2,run_17
S2,A,1,node,22,sample_000162,10,2,run_17
S2,A,1,node,23,sample_000163,10,2,run_17
S2,A,1,node,24,sample_000164,3,2,run_17
S2,A,1,node,14,sample_000168,13,2,run_19
S2,A,1,node,15,sample_000169,14,2,run_19
S2,A,1,node,16,sample_000170,2,2,run_19
S2,A,1,node,17,sample_000171,18,2,run_19
S2,A,1,node,19,sample_000173,16,2,run_19
S2,A,1,node,21,sample_000175,26,2,run_19
S2,A,1,node,22,sample_000176,21,2,run_19
S2,A,1,node,23,sample_000177,25,2,run_19
S2,A,1,node,24,sample_000178,19,2,run_19
S2,A,1,node,26,sample_000181,25,3,run_19
S2,A,1,node,28,sample_000185,29,3,run_19
S2,A,1,node,35,sample_000189,9,3,run_19
S2,A,1,node,14,sample_000192,18,2,run_2
S2,A,1,node,16,sample_000194,2,2,run_2
S2,A,1,node,21,sample_000199,10,2,run_2
S2,A,1,node,23,sample_000201,10,2,run_2
S2,A,1,node,1,sample_000204,9,1,run_20
S2,A,1,node,6,sample_000209,2,1,run_20
S2,A,1,node,4,sample_000210,1,1,run_20
S2,A,1,node,10,sample_000212,13,1,run_20
S2,A,1,node,5,sample_000214,1,1,run_20
S2,A,1,node,12,sample_000215,6,2,run_20
S2,A,1,node,13,sample_000216,20,2,run_20
S2,A,1,node,16,sample_000219,34,2,run_20
S2,A,1,node,17,sample_000220,26,2,run_20
S2,A,1,node,20,sample_000223,34,2,run_20
S2,A,1,node,21,sample_000224,12,2,run_20
S2,A,1,node,24,sample_000226,3,2,run_20
S2,A,1,node,25,sample_000227,34,2,run_20
S2,A,1,node,24,sample_000232,2,2,run_21
S2,A,1,node,15,sample_000237,14,2,run_22
S2,A,1,node,24,sample_000238,3,2,run_22
S2,A,1,node,25,sample_000239,2,2,run_22
S2,A,1,node,13,sample_000241,12,2,run_23
S2,A,1,node,14,sample_000242,12,2,run_23
S2,A,1,node,15,sample_000243,14,2,run_23
S2,A,1,node,16,sample_000244,12,2,run_23
S2,A,1,node,17,sample_000245,26,2,run_23
S2,A,1,node,19,sample_000247,16,2,run_23
S2,A,1,node,21,sample_000249,13,2,run_23
S2,A,1,node,16,sample_000251,34,2,run_23
S2,A,1,node,21,sample_000256,23,2,run_23
S2,A,1,node,24,sample_000259,3,2,run_23
S2,A,1,node,15,sample_000264,14,2,run_24
S2,A,1,node,28,sample_000268,29,3,run_24
S2,A,1,node,26,sample_000271,2,3,run_24
S2,A,1,node,1,sample_000274,9,1,run_25
S2,A,1,node,2,sample_000275,34,1,run_25
S2,A,1,node,3,sample_000276,2,1,run_25
S2,A,1,node,8,sample_000278,28,1,run_25
S2,A,1,node,4,sample_000280,6,1,run_25
S2,A,1,node,5,sample_000284,23,1,run_25
S2,A,1,node,12,sample_000285,34,2,run_25
S2,A,1,node,14,sample_000287,10,2,run_25
S2,A,1,node,15,sample_000288,23,2,run_25
S2,A,1,node,16,sample_000289,12,2,run_25
S2,A,1,node,17,sample_000290,9,2,run_25
S2,A,1,node,19,sample_000292,24,2,run_25
S2,A,1,node,20,sample_000293,31,2,run_25
S2,A,1,node,21,sample_000294,3,2,run_25
S2,A,1,node,22,sample_000295,10,2,run_25
S2,A,1,node,24,sample_000296,2,2,run_25
S2,A,1,node,25,sample_000297,34,2,run_25
S2,A,1,node,13,sample_000299,2,2,run_26
S2,A,1,node,14,sample_000300,13,2,run_26
S2,A,1,node,15,sample_000301,23,2,run_26
S2,A,1,node,16,sample_000302,12,2,run_26
S2,A,1,node,17,sample_000303,13,2,run_26
S2,A,1,node,18,sample_000304,15,2,run_26
S2,A,1,node,21,sample_000307,12,2,run_26
S2,A,1,node,22,sample_000308,23,2,run_26
S2,A,1,node,24,sample_000309,33,2,run_26
S2,A,1,node,25,sample_000310,2,2,run_26
S2,A,1,node,13,sample_000312,10,2,run_27
S2,A,1,node,14,sample_000313,15,2,run_27
S2,A,1,node,15,sample_000314,14,2,run_27
S2,A,1,node,24,sample_000315,2,2,run_27
S2,A,1,node,25,sample_000316,2,2,run_27
S2,A,1,node,12,sample_000317,34,2,run_28
S2,A,1,node,14,sample_000319,13,2,run_28
S2,A,1,node,15,sample_000320,14,2,run_28
S2,A,1,node,16,sample_000321,2,2,run_28
S2,A,1,node,17,sample_000322,13,2,run_28
S2,A,1,node,19,sample_000324,16,2,run_28
S2,A,1,node,21,sample_000326,13,2,run_28
S2,A,1,node,24,sample_000329,3,2,run_28
S2,A,1,node,34,sample_000332,25,3,run_28
S2,A,1,node,35,sample_000333,9,3,run_28
S2,A,1,node,28,sample_000337,25,3,run_28
S2,A,1,node,12,sample_000341,11,2,run_5
S2,A,1,node,13,sample_000342,10,2,run_5
S2,A,1,node,14,sample_000343,10,2,run_5
S2,A,1,node,16,sample_000345,25,2,run_5
S2,A,1,node,18,sample_000347,16,2,run_5
S2,A,1,node,20,sample_000349,18,2,run_5
S2,A,1,node,23,sample_000352,10,2,run_5
S2,A,1,node,24,sample_000353,25,2,run_5
S2,A,1,node,16,sample_000359,25,2,run_6
S2,A,1,node,17,sample_000360,33,2,run_6
S2,A,1,node,18,sample_000361,16,2,run_6
S2,A,1,node,24,sample_000367,33,2,run_6
S2,A,1,node,25,sample_000368,34,2,run_6
S2,A,1,node,28,sample_000370,33,3,run_6
S2,A,1,node,35,sample_000375,31,3,run_6
S2,A,1,node,2,sample_000380,3,1,run_7
S2,A,1,node,8,sample_000383,6,1,run_7
S2,A,1,node,6,sample_000385,2,1,run_7
S2,A,1,node,10,sample_000386,13,1,run_7
S2,A,1,node,5,sample_000389,10,1,run_7
S2,A,1,node,14,sample_000392,10,2,run_7
S2,A,1,node,16,sample_000394,34,2,run_7
S2,A,1,node,24,sample_000402,3,2,run_7
S2,A,1,node,12,sample_000404,34,2,run_8
S2,A,1,node,13,sample_000405,10,2,run_8
S2,A,1,node,16,sample_000408,34,2,run_8
S2,A,1,node,18,sample_000410,16,2,run_8
S2,A,1,node,23,sample_000415,26,2,run_8
S2,A,1,node,24,sample_000416,3,2,run_8
S2,A,1,node,16,sample_000422,23,2,run_9
S2,A,1,node,19,sample_000425,24,2,run_9
S2,A,1,node,21,sample_000427,10,2,run_9
S2,A,1,node,24,sample_000430,3,2,run_9
S2,A,1,tier3,25,sample_000003,26,1,run_1
S2,A,1,tier3,27,sample_000004,23,1,run_1
S2,A,1,tier3,30,sample_000005,6,1,run_1
S2,A,1,tier3,9,sample_000006,29,1,run_1
S2,A,1,tier3,0,sample_000011,3,1,run_1
S2,A,1,tier3,18,sample_000012,12,2,run_1
S2,A,1,tier3,2,sample_000013,1,2,run_1
S2,A,1,tier3,7,sample_000014,8,2,run_1
S2,A,1,tier3,13,sample_000016,10,2,run_1
S2,A,1,tier3,1,sample_000017,23,2,run_1
S2,A,1,tier3,16,sample_000018,13,2,run_1
S2,A,1,tier3,1,sample_000020,13,2,run_1
S2,A,1,tier3,7,sample_000021,8,2,run_1
S2,A,1,tier3,18,sample_000026,17,2,run_11
S2,A,1,tier3,2,sample_000027,15,2,run_11
S2,A,1,tier3,8,sample_000029,3,2,run_11
S2,A,1,tier3,13,sample_000030,14,2,run_11
S2,A,1,tier3,1,sample_000031,16,2,run_11
S2,A,1,tier3,13,sample_000033,23,2,run_11
S2,A,1,tier3,7,sample_000035,15,2,run_11
S2,A,1,tier3,14,sample_000038,12,2,run_11
S2,A,1,tier3,22,sample_000042,23,3,run_11
S2,A,1,tier3,17,sample_000045,10,3,run_11
S2,A,1,tier3,4,sample_000046,5,3,run_11
S2,A,1,tier3,28,sample_000050,13,1,run_12
S2,A,1,tier3,30,sample_000051,6,1,run_12
S2,A,1,tier3,26,sample_000053,9,1,run_12
S2,A,1,tier3,27,sample_000054,29,1,run_12
S2,A,1,tier3,25,sample_000056,28,1,run_12
S2,A,1,tier3,0,sample_000060,2,1,run_12
S2,A,1,tier3,18,sample_000061,2,2,run_12
S2,A,1,tier3,7,sample_000063,2,2,run_12
S2,A,1,tier3,13,sample_000065,9,2,run_12
S2,A,1,tier3,7,sample_000070,20,2,run_12
S2,A,1,tier3,3,sample_000072,6,2,run_12
S2,A,1,tier3,14,sample_000073,23,2,run_12
S2,A,1,tier3,18,sample_000075,17,2,run_13
S2,A,1,tier3,7,sample_000077,2,2,run_13
S2,A,1,tier3,8,sample_000078,7,2,run_13
S2,A,1,tier3,13,sample_000079,9,2,run_13
S2,A,1,tier3,1,sample_000080,15,2,run_13
S2,A,1,tier3,16,sample_000081,15,2,run_13
S2,A,1,tier3,7,sample_000084,16,2,run_13
S2,A,1,tier3,14,sample_000087,28,2,run_13
S2,A,1,tier3,7,sample_000091,18,2,run_14
S2,A,1,tier3,13,sample_000093,17,2,run_14
S2,A,1,tier3,7,sample_000098,23,2,run_14
S2,A,1,tier3,3,sample_000100,19,2,run_14
S2,A,1,tier3,14,sample_000101,20,2,run_14
S2,A,1,tier3,18,sample_000103,17,2,run_15
S2,A,1,tier3,7,sample_000105,18,2,run_15
S2,A,1,tier3,13,sample_000107,17,2,run_15
S2,A,1,tier3,16,sample_000109,13,2,run_15
S2,A,1,tier3,13,sample_000110,25,2,run_15
S2,A,1,tier3,1,sample_000111,19,2,run_15
S2,A,1,tier3,7,sample_000112,18,2,run_15
S2,A,1,tier3,8,sample_000113,6,2,run_15
S2,A,1,tier3,14,sample_000115,28,2,run_15
S2,A,1,tier3,22,sample_000119,24,3,run_15
S2,A,1,tier3,17,sample_000122,19,3,run_15
S2,A,1,tier3,4,sample_000123,5,3,run_15
S2,A,1,tier3,28,sample_000127,12,1,run_16
S2,A,1,tier3,15,sample_000128,10,1,run_16
S2,A,1,tier3,30,sample_000130,6,1,run_16
S2,A,1,tier3,26,sample_000132,28,1,run_16
S2,A,1,tier3,25,sample_000133,9,1,run_16
S2,A,1,tier3,0,sample_000137,30,1,run_16
S2,A,1,tier3,18,sample_000138,9,2,run_16
S2,A,1,tier3,8,sample_000141,15,2,run_16
S2,A,1,tier3,13,sample_000142,9,2,run_16
S2,A,1,tier3,8,sample_000148,15,2,run_16
S2,A,1,tier3,14,sample_000150,13,2,run_16
S2,A,1,tier3,10,sample_000151,17,2,run_16
S2,A,1,tier3,2,sample_000153,30,2,run_17
S2,A,1,tier3,7,sample_000154,2,2,run_17
S2,A,1,tier3,13,sample_000156,17,2,run_17
S2,A,1,tier3,1,sample_000160,15,2,run_17
S2,A,1,tier3,7,sample_000161,18,2,run_17
S2,A,1,tier3,8,sample_000162,15,2,run_17
S2,A,1,tier3,3,sample_000163,15,2,run_17
S2,A,1,tier3,14,sample_000164,28,2,run_17
S2,A,1,tier3,7,sample_000168,2,2,run_19
S2,A,1,tier3,8,sample_000169,7,2,run_19
S2,A,1,tier3,13,sample_000170,9,2,run_19
S2,A,1,tier3,1,sample_000171,16,2,run_19
S2,A,1,tier3,7,sample_000175,19,2,run_19
S2,A,1,tier3,8,sample_000176,7,2,run_19
S2,A,1,tier3,3,sample_000177,10,2,run_19
S2,A,1,tier3,14,sample_000178,13,2,run_19
S2,A,1,tier3,19,sample_000181,10,3,run_19
S2,A,1,tier3,22,sample_000185,24,3,run_19
S2,A,1,tier3,4,sample_000189,6,3,run_19
S2,A,1,tier3,7,sample_000192,16,2,run_2
S2,A,1,tier3,13,sample_000194,9,2,run_2
S2,A,1,tier3,7,sample_000199,15,2,run_2
S2,A,1,tier3,3,sample_000201,15,2,run_2
S2,A,1,tier3,30,sample_000204,6,1,run_20
S2,A,1,tier3,25,sample_000209,9,1,run_20
S2,A,1,tier3,26,sample_000210,30,1,run_20
S2,A,1,tier3,15,sample_000212,2,1,run_20
S2,A,1,tier3,0,sample_000214,30,1,run_20
S2,A,1,tier3,18,sample_000215,25,2,run_20
S2,A,1,tier3,2,sample_000216,1,2,run_20
S2,A,1,tier3,13,sample_000219,17,2,run_20
S2,A,1,tier3,1,sample_000220,19,2,run_20
S2,A,1,tier3,1,sample_000223,17,2,run_20
S2,A,1,tier3,7,sample_000224,18,2,run_20
S2,A,1,tier3,14,sample_000226,28,2,run_20
S2,A,1,tier3,10,sample_000227,17,2,run_20
S2,A,1,tier3,14,sample_000232,9,2,run_21
S2,A,1,tier3,8,sample_000237,7,2,run_22
S2,A,1,tier3,14,sample_000238,28,2,run_22
S2,A,1,tier3,10,sample_000239,9,2,run_22
S2,A,1,tier3,2,sample_000241,18,2,run_23
S2,A,1,tier3,7,sample_000242,18,2,run_23
S2,A,1,tier3,8,sample_000243,7,2,run_23
S2,A,1,tier3,13,sample_000244,18,2,run_23
S2,A,1,tier3,1,sample_000245,19,2,run_23
S2,A,1,tier3,7,sample_000249,2,2,run_23
S2,A,1,tier3,13,sample_000251,17,2,run_23
S2,A,1,tier3,7,sample_000256,3,2,run_23
S2,A,1,tier3,14,sample_000259,28,2,run_23
S2,A,1,tier3,8,sample_000264,7,2,run_24
S2,A,1,tier3,22,sample_000268,24,3,run_24
S2,A,1,tier3,19,sample_000271,9,3,run_24
S2,A,1,tier3,30,sample_000274,6,1,run_25
S2,A,1,tier3,9,sample_000275,17,1,run_25
S2,A,1,tier3,28,sample_000276,9,1,run_25
S2,A,1,tier3,27,sample_000278,22,1,run_25
S2,A,1,tier3,26,sample_000280,25,1,run_25
S2,A,1,tier3,0,sample_000284,3,1,run_25
S2,A,1,tier3,18,sample_000285,17,2,run_25
S2,A,1,tier3,7,sample_000287,15,2,run_25
S2,A,1,tier3,8,sample_000288,3,2,run_25
S2,A,1,tier3,13,sample_000289,18,2,run_25
S2,A,1,tier3,1,sample_000290,6,2,run_25
S2,A,1,tier3,13,sample_000292,14,2,run_25
S2,A,1,tier3,1,sample_000293,5,2,run_25
S2,A,1,tier3,7,sample_000294,28,2,run_25
S2,A,1,tier3,8,sample_000295,15,2,run_25
S2,A,1,tier3,14,sample_000296,9,2,run_25
S2,A,1,tier3,10,sample_000297,17,2,run_25
S2,A,1,tier3,2,sample_000299,9,2,run_26
S2,A,1,tier3,7,sample_000300,2,2,run_26
S2,A,1,tier3,8,sample_000301,3,2,run_26
S2,A,1,tier3,13,sample_000302,18,2,run_26
S2,A,1,tier3,1,sample_000303,2,2,run_26
S2,A,1,tier3,16,sample_000304,8,2,run_26
S2,A,1,tier3,7,sample_000307,18,2,run_26
S2,A,1,tier3,8,sample_000308,3,2,run_26
S2,A,1,tier3,14,sample_000309,23,2,run_26
S2,A,1,tier3,10,sample_000310,9,2,run_26
S2,A,1,tier3,2,sample_000312,15,2,run_27
S2,A,1,tier3,7,sample_000313,8,2,run_27
S2,A,1,tier3,8,sample_000314,7,2,run_27
S2,A,1,tier3,14,sample_000315,9,2,run_27
S2,A,1,tier3,10,sample_000316,9,2,run_27
S2,A,1,tier3,18,sample_000317,17,2,run_28
S2,A,1,tier3,7,sample_000319,2,2,run_28
S2,A,1,tier3,8,sample_000320,7,2,run_28
S2,A,1,tier3,13,sample_000321,9,2,run_28
S2,A,1,tier3,1,sample_000322,2,2,run_28
S2,A,1,tier3,7,sample_000326,2,2,run_28
S2,A,1,tier3,14,sample_000329,28,2,run_28
S2,A,1,tier3,17,sample_000332,10,3,run_28
S2,A,1,tier3,4,sample_000333,6,3,run_28
S2,A,1,tier3,22,sample_000337,10,3,run_28
S2,A,1,tier3,18,sample_000341,12,2,run_5
S2,A,1,tier3,2,sample_000342,15,2,run_5
S2,A,1,tier3,7,sample_000343,15,2,run_5
S2,A,1,tier3,13,sample_000345,10,2,run_5
S2,A,1,tier3,16,sample_000347,13,2,run_5
S2,A,1,tier3,1,sample_000349,16,2,run_5
S2,A,1,tier3,3,sample_000352,15,2,run_5
S2,A,1,tier3,14,sample_000353,10,2,run_5
S2,A,1,tier3,13,sample_000359,10,2,run_6
S2,A,1,tier3,1,sample_000360,23,2,run_6
S2,A,1,tier3,16,sample_000361,13,2,run_6
S2,A,1,tier3,14,sample_000367,23,2,run_6
S2,A,1,tier3,10,sample_000368,17,2,run_6
S2,A,1,tier3,22,sample_000370,23,3,run_6
S2,A,1,tier3,4,sample_000375,5,3,run_6
S2,A,1,tier3,9,sample_000380,28,1,run_7
S2,A,1,tier3,27,sample_000383,25,1,run_7
S2,A,1,tier3,25,sample_000385,9,1,run_7
S2,A,1,tier3,15,sample_000386,2,1,run_7
S2,A,1,tier3,0,sample_000389,15,1,run_7
S2,A,1,tier3,7,sample_000392,15,2,run_7
S2,A,1,tier3,13,sample_000394,17,2,run_7
S2,A,1,tier3,14,sample_000402,28,2,run_7
S2,A,1,tier3,18,sample_000404,17,2,run_8
S2,A,1,tier3,2,sample_000405,15,2,run_8
S2,A,1,tier3,13,sample_000408,17,2,run_8
S2,A,1,tier3,16,sample_000410,13,2,run_8
S2,A,1,tier3,3,sample_000415,19,2,run_8
S2,A,1,tier3,14,sample_000416,28,2,run_8
S2,A,1,tier3,13,sample_000422,3,2,run_9
S2,A,1,tier3,13,sample_000425,14,2,run_9
S2,A,1,tier3,7,sample_000427,15,2,run_9
S2,A,1,tier3,14,sample_000430,28,2,run_9
S3,A,1,node,7,sample_000002,8,1,run_1
S3,A,1,node,5,sample_000011,6,1,run_1
S3,A,1,node,12,sample_000012,10,2,run_1
S3,A,1,node,24,sample_000024,16,2,run_1
S3,A,1,node,29,sample_000043,28,3,run_11
S3,A,1,node,7,sample_000055,12,1,run_12
S3,A,1,node,6,sample_000056,4,1,run_12
S3,A,1,node,5,sample_000060,2,1,run_12
S3,A,1,node,13,sample_000062,10,2,run_12
S3,A,1,node,24,sample_000073,12,2,run_12
S3,A,1,node,24,sample_000101,12,2,run_14
S3,A,1,node,35,sample_000123,32,3,run_15
S3,A,1,node,7,sample_000135,12,1,run_16
S3,A,1,node,5,sample_000137,2,1,run_16
S3,A,1,node,24,sample_000150,12,2,run_16
S3,A,1,node,13,sample_000167,10,2,run_19
S3,A,1,node,24,sample_000178,12,2,run_19
S3,A,1,node,31,sample_000180,34,3,run_19
S3,A,1,node,29,sample_000186,12,3,run_19
S3,A,1,node,35,sample_000189,32,3,run_19
S3,A,1,node,12,sample_000190,10,2,run_2
S3,A,1,node,24,sample_000202,12,2,run_2
S3,A,1,node,6,sample_000209,12,1,run_20
S3,A,1,node,5,sample_000214,4,1,run_20
S3,A,1,node,12,sample_000215,34,2,run_20
S3,A,1,node,24,sample_000226,12,2,run_20
S3,A,1,node,25,sample_000227,34,2,run_20
S3,A,1,node,24,sample_000232,12,2,run_21
S3,A,1,node,25,sample_000233,2,2,run_21
S3,A,1,node,24,sample_000238,12,2,run_22
S3,A,1,node,25,sample_000239,2,2,run_22
S3,A,1,node,24,sample_000259,12,2,run_23
